target_id,legal_name,common_name,segment,geography_footprint,key_products,key_customers_public,ownership_status,website_url,last_touch_date,owner,status,integration_complexity,strategic_fit_notes
8460634a-84c9-45bd-98ff-fa0720a92c9a,Synergy Platform 17 LLC,Target 17,analytics,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target17.example.com,2024-08-30,REIT Strategy,sourcing,3,Synthetic sample target.
03d0bf8f-650c-4375-a8e6-06319b2c4fe2,Synergy Platform 18 LLC,Target 18,special_situations,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target18.example.com,2024-08-30,REIT Strategy,sourcing,2,Synthetic sample target.
2646526e-5957-4125-ae1e-1994fe4c6ad3,Synergy Platform 19 LLC,Target 19,data_tech,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target19.example.com,2024-08-30,REIT Strategy,sourcing,1,Synthetic sample target.
5fb88e6f-7ac8-4785-b3af-408e502bccaf,Synergy Platform 20 LLC,Target 20,data_tech,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target20.example.com,2024-08-30,REIT Strategy,active_process,3,Synthetic sample target.
32f88f1f-3f57-4290-b363-0157e6bb748d,Synergy Platform 21 LLC,Target 21,data_tech,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target21.example.com,2024-08-30,REIT Strategy,sourcing,2,Synthetic sample target.
a846e672-7b5d-4535-8880-842e0dd107cc,Synergy Platform 22 LLC,Target 22,servicing,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target22.example.com,2024-08-30,REIT Strategy,sourcing,5,Synthetic sample target.
d2d67b5c-1b00-440f-aa61-0a6d8d9994ec,Synergy Platform 23 LLC,Target 23,data_tech,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target23.example.com,2024-08-30,REIT Strategy,sourcing,2,Synthetic sample target.
433505de-6d1b-40c1-bb69-fda582af883a,Synergy Platform 24 LLC,Target 24,origination,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target24.example.com,2024-08-30,REIT Strategy,active_process,1,Synthetic sample target.
2752ec5a-3610-49f5-a5f6-d0de80fbfda6,Synergy Platform 25 LLC,Target 25,data_tech,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target25.example.com,2024-08-30,REIT Strategy,sourcing,1,Synthetic sample target.
07ed5573-d6b8-49ce-a051-a38bc28e0f8b,Synergy Platform 26 LLC,Target 26,data_tech,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target26.example.com,2024-08-30,REIT Strategy,sourcing,1,Synthetic sample target.
a5d78a0f-d043-4182-98c8-5d0137a8f013,Synergy Platform 27 LLC,Target 27,data_tech,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target27.example.com,2024-08-30,REIT Strategy,sourcing,2,Synthetic sample target.
bf69444f-a45c-495f-843b-260a7d7dee3f,Synergy Platform 28 LLC,Target 28,special_situations,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target28.example.com,2024-08-30,REIT Strategy,active_process,5,Synthetic sample target.
c24388bc-1607-4ce4-84db-237e1939c6a4,Synergy Platform 29 LLC,Target 29,special_situations,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target29.example.com,2024-08-30,REIT Strategy,sourcing,3,Synthetic sample target.
6c052530-f4b2-4e65-8e1c-fefe71094b59,Synergy Platform 30 LLC,Target 30,special_situations,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target30.example.com,2024-08-30,REIT Strategy,sourcing,5,Synthetic sample target.
9ae940c4-9e9f-4441-9489-367dbcf8c536,Synergy Platform 31 LLC,Target 31,special_situations,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target31.example.com,2024-08-30,REIT Strategy,sourcing,3,Synthetic sample target.
b2093166-e5c4-457b-8b43-ae0ae1f2306f,Synergy Platform 32 LLC,Target 32,origination,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target32.example.com,2024-08-30,REIT Strategy,active_process,2,Synthetic sample target.
2de3bb59-02dc-4f06-9d1e-eff9db7c2c1a,Synergy Platform 33 LLC,Target 33,analytics,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target33.example.com,2024-08-30,REIT Strategy,sourcing,2,Synthetic sample target.
9687224a-00ed-457f-9e45-725df5e7fb9e,Synergy Platform 34 LLC,Target 34,servicing,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target34.example.com,2024-08-30,REIT Strategy,sourcing,5,Synthetic sample target.
5c390e67-0243-4631-af57-0da0e15ef824,Synergy Platform 35 LLC,Target 35,origination,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target35.example.com,2024-08-30,REIT Strategy,sourcing,5,Synthetic sample target.
6964cf29-8d81-475d-8220-d6856b99e0c3,Synergy Platform 36 LLC,Target 36,special_situations,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target36.example.com,2024-08-30,REIT Strategy,active_process,3,Synthetic sample target.
7809a5b6-3f07-4fc9-a485-1f762c9f58ff,Synergy Platform 37 LLC,Target 37,special_situations,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target37.example.com,2024-08-30,REIT Strategy,sourcing,3,Synthetic sample target.
6c09aa75-fd04-49ce-b957-5796c02a696d,Synergy Platform 38 LLC,Target 38,data_tech,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target38.example.com,2024-08-30,REIT Strategy,sourcing,1,Synthetic sample target.
500a0853-8000-470c-8250-c572a4d5a6d0,Synergy Platform 39 LLC,Target 39,servicing,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target39.example.com,2024-08-30,REIT Strategy,sourcing,5,Synthetic sample target.
4f65c28c-c63c-4c97-a875-b173b2e6ab84,Synergy Platform 40 LLC,Target 40,special_situations,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target40.example.com,2024-08-30,REIT Strategy,active_process,2,Synthetic sample target.
1277a9e4-187c-4560-b30b-4a8a41c7ecf3,Synergy Platform 41 LLC,Target 41,origination,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target41.example.com,2024-08-30,REIT Strategy,sourcing,2,Synthetic sample target.
7beb9e29-d176-4565-96a5-b0ab66446b5e,Synergy Platform 42 LLC,Target 42,special_situations,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target42.example.com,2024-08-30,REIT Strategy,sourcing,4,Synthetic sample target.
7d55254b-a02f-42c6-8b6c-b5f6dc11cee4,Synergy Platform 43 LLC,Target 43,servicing,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target43.example.com,2024-08-30,REIT Strategy,sourcing,1,Synthetic sample target.
db6dfe7d-40bb-4c4d-ad7f-5c9555989fc4,Synergy Platform 44 LLC,Target 44,data_tech,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target44.example.com,2024-08-30,REIT Strategy,active_process,5,Synthetic sample target.
374864e9-084e-400e-a652-2e0db153db5a,Synergy Platform 45 LLC,Target 45,origination,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target45.example.com,2024-08-30,REIT Strategy,sourcing,3,Synthetic sample target.
aeafca4f-5ae2-468c-8cce-8a9c3800ae6f,Synergy Platform 46 LLC,Target 46,origination,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target46.example.com,2024-08-30,REIT Strategy,sourcing,5,Synthetic sample target.
a2234bcb-3e32-4e5b-9fa6-4d1bacc3bd9b,Synergy Platform 47 LLC,Target 47,special_situations,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target47.example.com,2024-08-30,REIT Strategy,sourcing,5,Synthetic sample target.
b9beebaf-0fd5-4016-a165-d03bd3c7f092,Synergy Platform 48 LLC,Target 48,special_situations,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target48.example.com,2024-08-30,REIT Strategy,active_process,1,Synthetic sample target.
68a9827b-fc1d-4929-822f-068152ddcffd,Synergy Platform 49 LLC,Target 49,servicing,US Nationwide,"Loan servicing, analytics",Public filings,private,https://target49.example.com,2024-08-30,REIT Strategy,sourcing,3,Synthetic sample target.
